,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Khyber Pakhtunkhwa province,Khyber Pakhtunkhwa province,GPE,-0.56363636,1.05454545,en,1.00000000,,0,,,,,,
Puerto Rico Erin,Puerto Rico Erin,GPE,0.10000000,0.55000000,en,1.00000000,,0,,,,,,
the Virgin Islands,the Virgin Islands,GPE,-0.20000000,1.50000000,en,1.00000000,,0,,,,,,
Virgin Islands,Virgin Islands,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,LOC,0.00000000,0.00000000,en,1.00000000,4581264-0,1168873,X,34.45992900,72.50236900,ASIA,Pakistan,WCA
Chositi,Chositi,GPE,-0.35000000,0.40000000,en,1.00000000,,0,,,,,,
the Kanawha River Basin,the Kanawha River Basin,LOC,-0.10000000,0.80000000,en,1.00000000,,0,,,,,,
Indian Kashmir,Indian Kashmir,LOC,1.50000000,1.50000000,en,1.00000000,,0,,,,,,
Sydney,Sydney,GPE,0.61988636,8.96748737,en,1.00000000,4058708-3,2147714,X,-33.86784900,151.20732000,OCEANIA,,EAU
Chasoti,Chasoti,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Chisoti,Chisoti,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Indian Kashmir Mountain Village,Indian Kashmir Mountain Village,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Russias Far East coast,Russias Far East coast,LOC,-0.14444444,0.67777778,en,1.00000000,,0,,,,,,
Beijings,Beijings,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Far East ',Far East ',LOC,0.08125000,0.75000000,en,1.00000000,,0,,,,,,
NEW ORLEANS,NEW ORLEANS,GPE,0.16717172,0.42992424,en,1.00000000,,0,,,,,,
the Eastern United States,the Eastern United States,GPE,0.04848485,0.93939394,en,1.00000000,,0,,,,,,
Southeast Texas,Southeast Texas,LOC,-0.75000000,0.90000000,en,1.00000000,,0,,,,,,
New Jersey’s,New Jersey’s,GPE,0.06818182,0.47727273,en,1.00000000,,0,,,,,,
Pacific Coast,Pacific Coast,LOC,-0.11875000,0.55000000,en,1.00000000,,0,,,,,,
Jefferson,Jefferson,GPE,0.11666667,0.27777778,en,1.00000000,,0,,,,,,
Franklin County,Franklin County,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Baltimore,Baltimore,GPE,-0.05000000,2.39206349,en,1.00000000,,0,,,,,,
South Dakota,South Dakota,GPE,0.09666667,0.93111111,en,1.00000000,4055657-8,5769223,X,44.50025900,-100.25069000,NORTH-AMERICA,United States,CNA
Newark Valley,Newark Valley,LOC,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Tioga County,Tioga County,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Lee County,Lee County,GPE,-0.05000000,0.20000000,en,1.00000000,,0,,,,,,
Fort Myers,Fort Myers,GPE,-0.05000000,0.20000000,en,1.00000000,,0,,,,,,
the Grand Canyon,the Grand Canyon,LOC,0.50500000,1.78000000,en,1.00000000,,0,,,,,,
Southeastern U.S.,Southeastern U.S.,LOC,0.04567100,0.55064935,en,1.00000000,,0,,,,,,
Presiden,Presiden,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
RV,RV,GPE,-0.08750000,0.07500000,en,1.00000000,,0,,,,,,
Gallinas,Gallinas,GPE,0.25568182,0.66477273,en,1.00000000,,0,,,,,,
the Gallinas River,the Gallinas River,LOC,0.25568182,0.66477273,en,1.00000000,,0,,,,,,
Texa,Texa,GPE,-0.20000000,0.40000000,en,1.00000000,,0,,,,,,
Vt.,Vt.,GPE,-0.10833333,0.29166667,en,1.00000000,,0,,,,,,
Kerr County’s,Kerr County’s,GPE,-0.25000000,1.55000000,en,1.00000000,,0,,,,,,
Texa…,Texa…,GPE,-0.21428571,0.60714286,en,1.00000000,,0,,,,,,
ATLANTA,ATLANTA,GPE,-0.42857143,1.21428571,en,1.00000000,,0,,,,,,
BC,BC,GPE,-1.00000000,1.00000000,en,1.00000000,,0,,,,,,
the Fraser Valley,the Fraser Valley,LOC,-1.00000000,1.00000000,en,1.00000000,,0,,,,,,
New,New,GPE,0.02424242,0.46969697,en,1.00000000,,0,,,,,,
New York G,New York G,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
the U.S. Northeast,the U.S. Northeast,LOC,0.11727273,1.11090909,en,1.00000000,,0,,,,,,
Koshi River Area,Koshi River Area,LOC,0.00000000,0.53333333,en,1.00000000,,0,,,,,,
Kokkada village,Kokkada village,GPE,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Mannagundi,Mannagundi,GPE,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Churachandpur,Churachandpur,GPE,-0.12500000,0.49285714,en,1.00000000,,0,,,,,,
Northeast Australia,Northeast Australia,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Gulf Coast,Gulf Coast,LOC,0.72954545,4.43181818,en,1.00000000,,0,,,,,,
Mount Pleasant,Mount Pleasant,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
southcentral,southcentral,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
York County,York County,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
York,York,GPE,0.00000000,0.50000000,en,1.00000000,4067205-0,2633352,X,53.95750000,-1.08277700,EUROPE,United Kingdom,NEU
the Bhotekoshi River,the Bhotekoshi River,LOC,-0.43000000,2.21333333,en,1.00000000,,0,,,,,,
Kavrepalanchok,Kavrepalanchok,GPE,-0.06250000,0.68750000,en,1.00000000,,0,,,,,,
Gulf coast,Gulf coast,LOC,-0.09889971,0.43428932,en,1.00000000,,0,,,,,,
New Jersey Flash Flooding,New Jersey Flash Flooding,GPE,0.13636364,0.46969697,en,1.00000000,,0,,,,,,
Gulf tropical,Gulf tropical,LOC,0.03746392,0.88883478,en,1.00000000,,0,,,,,,
Green Bay,Green Bay,LOC,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Comfort,Comfort,GPE,0.12500000,0.16666667,en,1.00000000,,0,,,,,,
Wimberley,Wimberley,GPE,-1.00000000,1.00000000,en,1.00000000,,0,,,,,,
the Upper West Side,the Upper West Side,LOC,0.22636364,0.77454545,en,1.00000000,,0,,,,,,
Floodwater,Floodwater,GPE,0.03333333,0.53333333,en,1.00000000,,0,,,,,,
AMC,AMC,GPE,-0.24337121,0.88112374,en,1.00000000,,0,,,,,,
NEW YORK CITY - SEPTEMBER,NEW YORK CITY - SEPTEMBER,GPE,0.09977273,0.41090909,en,1.00000000,,0,,,,,,
Ingleside,Ingleside,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Journalismfund Europe,Journalismfund Europe,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
New Jersey's,New Jersey's,GPE,0.10227273,0.34090909,en,1.00000000,,0,,,,,,
Empire State,Empire State,LOC,0.46666667,1.03333333,en,1.00000000,,0,,,,,,
the Guadalupe River at Comfort,the Guadalupe River at Comfort,LOC,0.46666667,1.03333333,en,1.00000000,,0,,,,,,
Republica,Republica,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Mnoa,Mnoa,GPE,0.21428571,0.42857143,en,1.00000000,,0,,,,,,
Rio Ruidoso,Rio Ruidoso,GPE,0.53989899,1.04318182,en,1.00000000,,0,,,,,,
New Mexico's,New Mexico's,GPE,0.10810606,1.15174242,en,1.00000000,,0,,,,,,
SANTA FE,SANTA FE,GPE,0.05606061,0.43617424,en,1.00000000,,0,,,,,,
the Fairfield County Emergency Management Agency,the Fairfield County Emergency Management Agency,GPE,-0.73500000,1.56000000,en,1.00000000,,0,,,,,,
LANCASTER,LANCASTER,GPE,-0.73500000,1.56000000,en,1.00000000,,0,,,,,,
Albuquerque,Albuquerque,GPE,-0.10594697,0.52753788,en,1.00000000,,0,,,,,,
San Diego's,San Diego's,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Rasuwa,Rasuwa,GPE,0.51666667,1.34333333,en,1.00000000,,0,,,,,,
Ruidoso,Ruidoso,GPE,-5.36758117,13.39216991,en,1.00000000,,0,,,,,,
"Southwest
","Southwest
",LOC,0.06666667,0.60000000,en,1.00000000,,0,,,,,,
the Gulf of Mexico,the Gulf of Mexico,LOC,0.17708333,1.10000000,en,1.00000000,,0,,,,,,
Mānoa,Mānoa,GPE,0.21428571,0.42857143,en,1.00000000,,0,,,,,,
Nagpur,Nagpur,GPE,0.80000000,1.00000000,en,1.00000000,4041149-7,1262180,X,21.14999900,79.09999900,ASIA,India,SAS
TEXAS,TEXAS,GPE,1.07500000,2.16666667,en,1.00000000,,0,,,,,,
​Flooding,​Flooding,GPE,0.20000000,0.20000000,en,1.00000000,,0,,,,,,
Fort H,Fort H,GPE,-0.03333333,0.11666667,en,1.00000000,,0,,,,,,
Cow Creek,Cow Creek,GPE,-0.16666667,0.33750000,en,1.00000000,,0,,,,,,
Leander,Leander,GPE,-0.40833333,1.07916667,en,1.00000000,,0,,,,,,
the Hill Country,the Hill Country,LOC,-0.40595238,1.93630952,en,1.00000000,,0,,,,,,
fla,fla,LOC,-0.60000000,1.65000000,en,1.00000000,,0,,,,,,
Springfield,Springfield,GPE,-0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Haw River,Haw River,LOC,-0.01250000,0.33750000,en,1.00000000,,0,,,,,,
Chapel Hill,Chapel Hill,LOC,-0.17500000,0.77500000,en,1.00000000,,0,,,,,,
Mataram City,Mataram City,GPE,1.00000000,1.00000000,en,1.00000000,,0,,,,,,
The Village of Ruidoso,The Village of Ruidoso,GPE,0.03030303,0.28989899,en,1.00000000,,0,,,,,,
Nav Kanya Nagar,Nav Kanya Nagar,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Texas County Flagged Need for,Texas County Flagged Need for,GPE,-0.05212121,0.63757576,en,1.00000000,,0,,,,,,
St. Johns River,St. Johns River,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Rome,Rome,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Scripps,Scripps,GPE,0.15000000,0.45000000,en,1.00000000,,0,,,,,,
Mass,Mass,GPE,0.18750000,0.68750000,en,1.00000000,,0,,,,,,
Samaritan,Samaritan,GPE,0.08333333,0.55000000,en,1.00000000,,0,,,,,,
Nearmap,Nearmap,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
NY,NY,GPE,-0.18750000,0.40416667,en,1.00000000,,0,,,,,,
the North East,the North East,LOC,0.00000000,0.33333333,en,1.00000000,,0,,,,,,
North East,North East,LOC,-0.05000000,0.23333333,en,1.00000000,,0,,,,,,
Pacific Coast Highway,Pacific Coast Highway,LOC,-0.50625000,1.09875000,en,1.00000000,,0,,,,,,
Point,Point,GPE,0.10000000,0.23333333,en,1.00000000,,0,,,,,,
Center,Center,GPE,0.10000000,0.23333333,en,1.00000000,,0,,,,,,
South Tripura,South Tripura,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Narsala,Narsala,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Tx.,Tx.,GPE,-0.10214286,0.66642857,en,1.00000000,,0,,,,,,
ALBUQUERQUE,ALBUQUERQUE,GPE,0.00568182,0.41477273,en,1.00000000,,0,,,,,,
Rio Ruidoso's,Rio Ruidoso's,GPE,0.14204545,0.86931818,en,1.00000000,,0,,,,,,
Ingram,Ingram,GPE,-0.00436508,2.81309524,en,1.00000000,,0,,,,,,
Vikings,Vikings,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
The New Republic,The New Republic,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
Dhaulagiri Rural Municipality,Dhaulagiri Rural Municipality,GPE,-0.15000000,0.50000000,en,1.00000000,,0,,,,,,
the Myagdi River,the Myagdi River,LOC,-0.35000000,1.16666667,en,1.00000000,,0,,,,,,
Myagdi,Myagdi,GPE,-0.35000000,1.16666667,en,1.00000000,,0,,,,,,
Dhaulagiri Rural,Dhaulagiri Rural,LOC,-0.35000000,1.16666667,en,1.00000000,,0,,,,,,
Myagdi River,Myagdi River,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Udupi,Udupi,GPE,0.15000000,0.55000000,en,1.00000000,4834009-1,1253952,X,13.33466900,74.74617000,ASIA,India,SAS
Thundery,Thundery,GPE,0.14041667,0.42125000,en,1.00000000,,0,,,,,,
Far East,Far East,LOC,-0.07777778,1.11111111,en,1.00000000,,0,,,,,,
the Gulf Coast,the Gulf Coast,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Tianjin,Tianjin,GPE,0.00000000,0.00000000,en,1.00000000,4198006-2,1792947,X,39.14222200,117.17666600,ASIA,China,EAS
Hampton Roads,Hampton Roads,LOC,0.66969697,1.05454545,en,1.00000000,,0,,,,,,
Earth Island,Earth Island,GPE,-0.17500000,0.42500000,en,1.00000000,,0,,,,,,
Patagonia,Patagonia,GPE,-0.17500000,0.42500000,en,1.00000000,,0,,,,,,
Miyun district,Miyun district,LOC,-0.13125000,0.21875000,en,1.00000000,,0,,,,,,
Doveton,Doveton,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Shanxi province,Shanxi province,GPE,-0.15000000,0.13750000,en,1.00000000,,0,,,,,,
Chengde City,Chengde City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hebei,Hebei,GPE,-0.33000000,0.95000000,en,1.00000000,,0,,,,,,
West El Paso,West El Paso,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
northwest Lancaster County,northwest Lancaster County,GPE,-0.20000000,0.80000000,en,1.00000000,,0,,,,,,
Ramechhap,Ramechhap,GPE,0.22291667,1.08541667,en,1.00000000,,0,,,,,,
Bhatauli River,Bhatauli River,LOC,0.22291667,1.08541667,en,1.00000000,,0,,,,,,
Pakhtunkhwa province t,Pakhtunkhwa province t,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Thasang Rural Municipality,Thasang Rural Municipality,GPE,-0.03625000,0.62375000,en,1.00000000,,0,,,,,,
Mustang,Mustang,GPE,-0.61625000,0.85375000,en,1.00000000,,0,,,,,,
Larchung village,Larchung village,GPE,-0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Larchung Village,Larchung Village,GPE,-0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Nepal Village,Nepal Village,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Syria,Syria,GPE,-0.20000000,0.33333333,en,1.00000000,4058794-0,163843,X,35.00000000,38.00000000,EUROPE-AFRICA,Syria,MED
Wayne,Wayne,GPE,0.11500000,0.53500000,en,1.00000000,,0,,,,,,
Bulacan,Bulacan,GPE,-0.08333333,0.39583333,en,1.00000000,,0,,,,,,
BULACAN,BULACAN,GPE,0.25000000,0.50000000,en,1.00000000,,0,,,,,,
New Zealand,New Zealand,GPE,2.08202381,11.81988095,en,1.00000000,,0,,,,,,
the North Atlantic Ocean,the North Atlantic Ocean,LOC,0.07500000,0.98750000,en,1.00000000,,0,,,,,,
downpour,downpour,GPE,-0.25000000,0.45000000,en,1.00000000,,0,,,,,,
Devon,Devon,GPE,-0.40000000,1.00000000,en,1.00000000,4070441-5,2651292,X,50.75000000,-3.75000000,EUROPE,United Kingdom,NEU
Miyun,Miyun,LOC,0.25000000,0.25000000,en,1.00000000,,0,,,,,,
Rasuwaga,Rasuwaga,GPE,-0.33333333,0.68333333,en,1.00000000,,0,,,,,,
the Green River,the Green River,LOC,-0.10000000,0.50000000,en,1.00000000,,0,,,,,,
Severo-Kurilsk,Severo-Kurilsk,GPE,0.15000000,0.50000000,en,1.00000000,,0,,,,,,
Chengde city,Chengde city,GPE,-0.02500000,0.35500000,en,1.00000000,,0,,,,,,
the Banke district,the Banke district,LOC,0.61250000,1.51250000,en,1.00000000,,0,,,,,,
Banke,Banke,GPE,0.37500000,0.87500000,en,1.00000000,,0,,,,,,
the Chicago River,the Chicago River,LOC,-0.00227273,0.46250000,en,1.00000000,,0,,,,,,
Russias Kamchatka Peninsula,Russias Kamchatka Peninsula,LOC,0.00000000,0.58125000,en,1.00000000,,0,,,,,,
Fort Bragg,Fort Bragg,GPE,0.34444444,0.87777778,en,1.00000000,,0,,,,,,
Kamchatka Peninsula,Kamchatka Peninsula,LOC,0.15000000,0.55000000,en,1.00000000,,0,,,,,,
San Diego Bay Area,San Diego Bay Area,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Rasuwagadhi,Rasuwagadhi,GPE,-0.50000000,0.62500000,en,1.00000000,,0,,,,,,
Melbourne,Melbourne,GPE,0.00000000,0.00000000,en,1.00000000,4038526-7,2158177,X,-37.81400000,144.96332000,OCEANIA,Australia,SAU
CHINA,CHINA,GPE,-0.10416667,0.31666667,en,1.00000000,,0,,,,,,
LEESBURG,LEESBURG,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Leesburg,Leesburg,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
WELLINGTON,WELLINGTON,GPE,-0.03181818,0.27727273,en,1.00000000,,0,,,,,,
Stockholm,Stockholm,GPE,0.43484848,1.24393939,en,1.00000000,4057648-6,2673730,X,59.33258000,18.06490000,EUROPE,,NEU
Adamawa,Adamawa,GPE,-0.10000000,1.40000000,en,1.00000000,,0,,,,,,
Yola,Yola,LOC,0.20000000,2.00000000,en,1.00000000,,0,,,,,,
The City of Kerrville,The City of Kerrville,GPE,0.20000000,0.46666667,en,1.00000000,,0,,,,,,
Texas City,Texas City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Center Point,Center Point,GPE,0.10000000,0.23333333,en,1.00000000,,0,,,,,,
Beijin,Beijin,GPE,-0.20000000,0.27500000,en,1.00000000,,0,,,,,,
TV):UPDATE,TV):UPDATE,GPE,-0.10416667,0.31666667,en,1.00000000,,0,,,,,,
Wipha,Wipha,GPE,-0.16333333,1.38000000,en,1.00000000,,0,,,,,,
Jhelum,Jhelum,GPE,0.00000000,0.00000000,en,1.00000000,7713233-6,1175864,X,32.93312900,73.72637000,ASIA,Pakistan,WCA
Monsoon,Monsoon,GPE,0.03636364,0.50454545,en,1.00000000,,0,,,,,,
New Dam Construction,New Dam Construction,GPE,0.17045455,0.45454545,en,1.00000000,,0,,,,,,
DALLAS,DALLAS,GPE,-0.35368266,1.31574074,en,1.00000000,,0,,,,,,
Rajasthan,Rajasthan,GPE,-0.06250000,2.84583333,en,1.00000000,4076502-7,1258899,X,26.00000000,74.00000000,ASIA,India,SAS
Jharkhand,Jharkhand,GPE,0.30833333,0.53333333,en,1.00000000,4364512-4,1444365,X,23.75000000,85.50000000,ASIA,India,SAS
the Indus River,the Indus River,LOC,-0.15000000,0.41666667,en,1.00000000,,0,,,,,,
Lahore,Lahore,GPE,0.11500000,1.55166667,en,1.00000000,4034107-0,1172451,X,31.54972000,74.34360900,ASIA,Pakistan,WCA
rescu,rescu,GPE,-0.15000000,0.41666667,en,1.00000000,,0,,,,,,
Dawn,Dawn,GPE,-0.23333333,0.30000000,en,1.00000000,,0,,,,,,
Kalabagh,Kalabagh,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Indus River,Indus River,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Kali Gandaki River,the Kali Gandaki River,LOC,0.00000000,2.00000000,en,1.00000000,,0,,,,,,
New Dams,New Dams,GPE,0.17045455,0.45454545,en,1.00000000,,0,,,,,,
Kali Gandaki,Kali Gandaki,GPE,-0.25000000,0.10000000,en,1.00000000,,0,,,,,,
Ajmer,Ajmer,GPE,-0.07500000,1.37500000,en,1.00000000,4278137-1,1279159,X,26.45222200,74.63861100,ASIA,India,SAS
Aleutian,Aleutian,GPE,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Glasgow,Glasgow,GPE,0.00000000,0.00000000,en,1.00000000,4021159-9,2648579,X,55.86514900,-4.25762900,EUROPE,United Kingdom,NEU
Sand Point,Sand Point,GPE,0.15625000,1.93750000,en,1.00000000,,0,,,,,,
Alaskaâs,Alaskaâs,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
South Chungcheong province,South Chungcheong province,GPE,-0.10000000,0.12500000,en,1.00000000,,0,,,,,,
Kerrville City,Kerrville City,GPE,0.00000000,0.12500000,en,1.00000000,,0,,,,,,
Valley,Valley,LOC,0.07500000,0.87500000,en,1.00000000,,0,,,,,,
South Lanarkshire,South Lanarkshire,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
"South Lanarkshire
","South Lanarkshire
",GPE,0.11111111,0.22222222,en,1.00000000,,0,,,,,,
Waukesha Ai,Waukesha Ai,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kansas City,Kansas City,GPE,0.27777778,1.30555556,en,1.00000000,,0,,,,,,
the Mid North Coast of NSW,the Mid North Coast of NSW,LOC,0.07000000,0.39000000,en,1.00000000,,0,,,,,,
Russian Far East,Russian Far East,LOC,0.05000000,0.50000000,en,1.00000000,,0,,,,,,
Australias,Australias,GPE,-0.19696970,1.25454545,en,1.00000000,,0,,,,,,
Gilgit-Baltistan,Gilgit-Baltistan,GPE,0.00000000,0.46666667,en,1.00000000,,0,,,,,,
Sutlej,Sutlej,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Jhang,Jhang,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Robe,Robe,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kingston South East,Kingston South East,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Louise Hays Park,Louise Hays Park,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Gulmi district,Gulmi district,LOC,0.33333333,0.66666667,en,1.00000000,,0,,,,,,
Chimney Rock,Chimney Rock,GPE,-0.06875000,0.40625000,en,1.00000000,,0,,,,,,
Lake Lure,Lake Lure,LOC,-0.13750000,0.81250000,en,1.00000000,,0,,,,,,
Rocky Broad River,Rocky Broad River,LOC,-0.06875000,0.40625000,en,1.00000000,,0,,,,,,
Okhaldhunga,Okhaldhunga,GPE,0.03000000,0.57000000,en,1.00000000,,0,,,,,,
Typhoon Wipha,Typhoon Wipha,LOC,-0.06666667,0.16666667,en,1.00000000,,0,,,,,,
Khyber,Khyber,GPE,0.37500000,0.87500000,en,1.00000000,,0,,,,,,
Yakutia,Yakutia,GPE,0.08750000,0.43750000,en,1.00000000,,0,,,,,,
Korea,Korea,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Montgomery County,Montgomery County,GPE,0.34500000,0.70500000,en,1.00000000,,0,,,,,,
Gapyeong,Gapyeong,GPE,-0.05000000,0.35000000,en,1.00000000,,0,,,,,,
Sancheong county,Sancheong county,GPE,0.08750000,0.26666667,en,1.00000000,,0,,,,,,
the Hewa Rive… PANCHTHAR,the Hewa Rive… PANCHTHAR,LOC,-0.06250000,0.18750000,en,1.00000000,,0,,,,,,
the Tamor Corridor,the Tamor Corridor,LOC,-0.12500000,0.37500000,en,1.00000000,,0,,,,,,
Mid-Hill,Mid-Hill,GPE,-0.12500000,0.37500000,en,1.00000000,,0,,,,,,
Pushpalal,Pushpalal,GPE,-0.12500000,0.37500000,en,1.00000000,,0,,,,,,
Panchthar,Panchthar,GPE,-0.06250000,0.87500000,en,1.00000000,,0,,,,,,
Texas county,Texas county,GPE,-0.11388889,0.28472222,en,1.00000000,,0,,,,,,
Yakutia Republic,Yakutia Republic,GPE,0.08750000,0.43750000,en,1.00000000,,0,,,,,,
Wagah,Wagah,GPE,-0.06722222,1.04777778,en,1.00000000,,0,,,,,,
Southwestern Pennsylvania,Southwestern Pennsylvania,LOC,-0.36515152,1.43333333,en,1.00000000,,0,,,,,,
Cornwall,Cornwall,GPE,-0.40000000,1.00000000,en,1.00000000,4010579-9,2652355,X,50.41666600,-4.75000000,EUROPE,United Kingdom,NEU
Larut,Larut,GPE,-0.08125000,0.74375000,en,1.00000000,4432131-4,1734586,X,4.84999900,100.73332900,ASIA,Malaysia,SEA
Kr,Kr,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Western Atlantic,the Western Atlantic,LOC,-0.18500000,0.52500000,en,1.00000000,,0,,,,,,
Jamaica KINGSTON,Jamaica KINGSTON,GPE,0.06250000,0.50000000,en,1.00000000,,0,,,,,,
Texas Gulf,Texas Gulf,LOC,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
CW39,CW39,GPE,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
HOUSTON,HOUSTON,GPE,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Erie County,Erie County,GPE,0.37500000,0.87500000,en,1.00000000,,0,,,,,,
South Lebanon,South Lebanon,GPE,0.00000000,0.33333333,en,1.00000000,,0,,,,,,
Brewster County,Brewster County,GPE,0.00000000,0.42500000,en,1.00000000,,0,,,,,,
Selama District,Selama District,LOC,-0.08125000,0.74375000,en,1.00000000,,0,,,,,,
Matang,Matang,GPE,-0.08125000,0.74375000,en,1.00000000,,0,,,,,,
Idaho,Idaho,GPE,0.00000000,0.00000000,en,1.00000000,4026462-2,5596512,X,44.50019900,-114.25118000,NORTH-AMERICA,United States,WNA
Merritt Island,Merritt Island,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Taiping,Taiping,GPE,-0.25833333,1.30833333,en,1.00000000,,0,,,,,,
Benfica,Benfica,GPE,-0.06666667,0.05555556,en,1.00000000,,0,,,,,,
WASHINGTON,WASHINGTON,GPE,-0.78531746,4.45357143,en,1.00000000,,0,,,,,,
Hispaniola,Hispaniola,GPE,-0.60000000,0.90000000,en,1.00000000,,0,,,,,,
North Dakota,North Dakota,GPE,-1.20000000,1.65000000,en,1.00000000,4075498-4,5690763,X,47.50027000,-100.80000000,NORTH-AMERICA,United States,CNA
Paramaribo,Paramaribo,GPE,0.00000000,0.00000000,en,1.00000000,4406196-1,3383330,X,5.86638000,-55.16682000,SOUTH-AMERICA,Suriname,NSA
BACOLOD,BACOLOD,GPE,0.00000000,0.62500000,en,1.00000000,,0,,,,,,
BACOLOD CITY,BACOLOD CITY,GPE,0.00000000,1.00000000,en,1.00000000,,0,,,,,,
east Wales,east Wales,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Space Coast,Space Coast,LOC,-0.28333333,1.38333333,en,1.00000000,,0,,,,,,
WATAGUA COUNTY,WATAGUA COUNTY,GPE,0.15909091,0.31363636,en,1.00000000,,0,,,,,,
Indonesias Central Java province,Indonesias Central Java province,LOC,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
Lake,Lake,LOC,-0.25000000,0.50000000,en,1.00000000,,0,,,,,,
South West,South West,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Mahabubabad,Mahabubabad,GPE,-0.06250000,0.18750000,en,1.00000000,,0,,,,,,
Chollas Creek,Chollas Creek,GPE,-0.40000000,1.00000000,en,1.00000000,,0,,,,,,
Treasure Beach,Treasure Beach,GPE,0.16666667,0.33333333,en,1.00000000,,0,,,,,,
New Hope,New Hope,GPE,0.11818182,0.42727273,en,1.00000000,,0,,,,,,
Hurricane Melissa,Hurricane Melissa,GPE,-0.15000000,0.20000000,en,1.00000000,,0,,,,,,
recordis,recordis,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
landfalling Atlantic,landfalling Atlantic,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Chiva,Chiva,GPE,0.00000000,0.00000000,en,1.00000000,4767413-1,2519464,X,39.46667000,-0.71667000,EUROPE-AFRICA,Spain,MED
Nirmal,Nirmal,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
